year_month,month_of_release,passenger_type,direction,sex,age,estimate,standard_error,status
2020-02,2020-02,Long-term migrant,Net,Male,80-84 years,14,12,Provisional
2020-02,2020-02,Long-term migrant,Net,Male,85-89 years,5,4,Provisional
2020-02,2020-02,Long-term migrant,Net,Male,90+ years,1,2,Provisional
2020-02,2020-02,Long-term migrant,Net,Male,TOTAL,5671,292,Provisional
2020-02,2020-02,Long-term migrant,Net,TOTAL,0-4 years,643,67,Provisional
2020-02,2020-02,Long-term migrant,Net,TOTAL,10-14 years,472,30,Provisional
2020-02,2020-02,Long-term migrant,Net,TOTAL,15-19 years,953,51,Provisional
2020-02,2020-02,Long-term migrant,Net,TOTAL,20-24 years,2096,89,Provisional
2020-02,2020-02,Long-term migrant,Net,TOTAL,25-29 years,1779,109,Provisional
2020-02,2020-02,Long-term migrant,Net,TOTAL,30-34 years,1246,92,Provisional
2020-02,2020-02,Long-term migrant,Net,TOTAL,35-39 years,976,69,Provisional
2020-02,2020-02,Long-term migrant,Net,TOTAL,40-44 years,618,58,Provisional
2020-02,2020-02,Long-term migrant,Net,TOTAL,45-49 years,339,53,Provisional
2020-02,2020-02,Long-term migrant,Net,TOTAL,50-54 years,245,83,Provisional
2020-02,2020-02,Long-term migrant,Net,TOTAL,55-59 years,229,79,Provisional
2020-02,2020-02,Long-term migrant,Net,TOTAL,5-9 years,616,39,Provisional
2020-02,2020-02,Long-term migrant,Net,TOTAL,60-64 years,237,69,Provisional
2020-02,2020-02,Long-term migrant,Net,TOTAL,65-69 years,174,54,Provisional
2020-02,2020-02,Long-term migrant,Net,TOTAL,70-74 years,104,53,Provisional
2020-02,2020-02,Long-term migrant,Net,TOTAL,75-79 years,50,32,Provisional
2020-02,2020-02,Long-term migrant,Net,TOTAL,80-84 years,28,21,Provisional
2020-02,2020-02,Long-term migrant,Net,TOTAL,85-89 years,11,7,Provisional
2020-02,2020-02,Long-term migrant,Net,TOTAL,90+ years,4,3,Provisional
2020-02,2020-02,Long-term migrant,Net,TOTAL,TOTAL,10819,537,Provisional
2020-02,2020-03,Long-term migrant,Arrivals,Female,0-4 years,512,31,Provisional
2020-02,2020-03,Long-term migrant,Arrivals,Female,10-14 years,317,17,Provisional
2020-02,2020-03,Long-term migrant,Arrivals,Female,15-19 years,551,26,Provisional
2020-02,2020-03,Long-term migrant,Arrivals,Female,20-24 years,1296,43,Provisional
2020-02,2020-03,Long-term migrant,Arrivals,Female,25-29 years,1693,49,Provisional
2020-02,2020-03,Long-term migrant,Arrivals,Female,30-34 years,1064,36,Provisional
2020-02,2020-03,Long-term migrant,Arrivals,Female,35-39 years,636,26,Provisional
2020-02,2020-03,Long-term migrant,Arrivals,Female,40-44 years,431,24,Provisional
2020-02,2020-03,Long-term migrant,Arrivals,Female,45-49 years,283,19,Provisional
2020-02,2020-03,Long-term migrant,Arrivals,Female,50-54 years,233,22,Provisional
2020-02,2020-03,Long-term migrant,Arrivals,Female,55-59 years,240,25,Provisional
2020-02,2020-03,Long-term migrant,Arrivals,Female,5-9 years,411,18,Provisional
2020-02,2020-03,Long-term migrant,Arrivals,Female,60-64 years,210,28,Provisional
2020-02,2020-03,Long-term migrant,Arrivals,Female,65-69 years,150,25,Provisional
2020-02,2020-03,Long-term migrant,Arrivals,Female,70-74 years,89,23,Provisional
2020-02,2020-03,Long-term migrant,Arrivals,Female,75-79 years,40,12,Provisional
2020-02,2020-03,Long-term migrant,Arrivals,Female,80-84 years,24,8,Provisional
2020-02,2020-03,Long-term migrant,Arrivals,Female,85-89 years,14,5,Provisional
2020-02,2020-03,Long-term migrant,Arrivals,Female,90+ years,6,3,Provisional
2020-02,2020-03,Long-term migrant,Arrivals,Female,TOTAL,8200,183,Provisional
2020-02,2020-03,Long-term migrant,Arrivals,Male,0-4 years,536,32,Provisional
2020-02,2020-03,Long-term migrant,Arrivals,Male,10-14 years,347,16,Provisional
2020-02,2020-03,Long-term migrant,Arrivals,Male,15-19 years,675,27,Provisional
2020-02,2020-03,Long-term migrant,Arrivals,Male,20-24 years,1638,44,Provisional
2020-02,2020-03,Long-term migrant,Arrivals,Male,25-29 years,1583,45,Provisional
2020-02,2020-03,Long-term migrant,Arrivals,Male,30-34 years,1157,41,Provisional
2020-02,2020-03,Long-term migrant,Arrivals,Male,35-39 years,833,33,Provisional
2020-02,2020-03,Long-term migrant,Arrivals,Male,40-44 years,532,28,Provisional
2020-02,2020-03,Long-term migrant,Arrivals,Male,45-49 years,346,21,Provisional
2020-02,2020-03,Long-term migrant,Arrivals,Male,50-54 years,252,21,Provisional
2020-02,2020-03,Long-term migrant,Arrivals,Male,55-59 years,218,22,Provisional
2020-02,2020-03,Long-term migrant,Arrivals,Male,5-9 years,463,19,Provisional
2020-02,2020-03,Long-term migrant,Arrivals,Male,60-64 years,202,27,Provisional
2020-02,2020-03,Long-term migrant,Arrivals,Male,65-69 years,152,26,Provisional
2020-02,2020-03,Long-term migrant,Arrivals,Male,70-74 years,95,24,Provisional
2020-02,2020-03,Long-term migrant,Arrivals,Male,75-79 years,45,13,Provisional
2020-02,2020-03,Long-term migrant,Arrivals,Male,80-84 years,23,9,Provisional
2020-02,2020-03,Long-term migrant,Arrivals,Male,85-89 years,10,5,Provisional
2020-02,2020-03,Long-term migrant,Arrivals,Male,90+ years,3,2,Provisional
2020-02,2020-03,Long-term migrant,Arrivals,Male,TOTAL,9111,189,Provisional
2020-02,2020-03,Long-term migrant,Arrivals,TOTAL,0-4 years,1048,57,Provisional
2020-02,2020-03,Long-term migrant,Arrivals,TOTAL,10-14 years,664,28,Provisional
2020-02,2020-03,Long-term migrant,Arrivals,TOTAL,15-19 years,1226,43,Provisional
2020-02,2020-03,Long-term migrant,Arrivals,TOTAL,20-24 years,2933,75,Provisional
2020-02,2020-03,Long-term migrant,Arrivals,TOTAL,25-29 years,3276,80,Provisional
2020-02,2020-03,Long-term migrant,Arrivals,TOTAL,30-34 years,2221,66,Provisional
2020-02,2020-03,Long-term migrant,Arrivals,TOTAL,35-39 years,1469,50,Provisional
2020-02,2020-03,Long-term migrant,Arrivals,TOTAL,40-44 years,963,44,Provisional
2020-02,2020-03,Long-term migrant,Arrivals,TOTAL,45-49 years,629,33,Provisional
2020-02,2020-03,Long-term migrant,Arrivals,TOTAL,50-54 years,485,38,Provisional
2020-02,2020-03,Long-term migrant,Arrivals,TOTAL,55-59 years,458,43,Provisional
2020-02,2020-03,Long-term migrant,Arrivals,TOTAL,5-9 years,874,31,Provisional
2020-02,2020-03,Long-term migrant,Arrivals,TOTAL,60-64 years,413,52,Provisional
2020-02,2020-03,Long-term migrant,Arrivals,TOTAL,65-69 years,302,48,Provisional
2020-02,2020-03,Long-term migrant,Arrivals,TOTAL,70-74 years,184,44,Provisional
2020-02,2020-03,Long-term migrant,Arrivals,TOTAL,75-79 years,85,22,Provisional
2020-02,2020-03,Long-term migrant,Arrivals,TOTAL,80-84 years,48,15,Provisional
2020-02,2020-03,Long-term migrant,Arrivals,TOTAL,85-89 years,24,9,Provisional
2020-02,2020-03,Long-term migrant,Arrivals,TOTAL,90+ years,9,4,Provisional
2020-02,2020-03,Long-term migrant,Arrivals,TOTAL,TOTAL,17312,341,Provisional
2020-02,2020-03,Long-term migrant,Departures,Female,0-4 years,216,24,Provisional
2020-02,2020-03,Long-term migrant,Departures,Female,10-14 years,82,9,Provisional
2020-02,2020-03,Long-term migrant,Departures,Female,15-19 years,140,14,Provisional
2020-02,2020-03,Long-term migrant,Departures,Female,20-24 years,425,27,Provisional
2020-02,2020-03,Long-term migrant,Departures,Female,25-29 years,689,35,Provisional
2020-02,2020-03,Long-term migrant,Departures,Female,30-34 years,418,25,Provisional
2020-02,2020-03,Long-term migrant,Departures,Female,35-39 years,196,16,Provisional
2020-02,2020-03,Long-term migrant,Departures,Female,40-44 years,124,13,Provisional
2020-02,2020-03,Long-term migrant,Departures,Female,45-49 years,115,12,Provisional
2020-02,2020-03,Long-term migrant,Departures,Female,50-54 years,100,14,Provisional
2020-02,2020-03,Long-term migrant,Departures,Female,55-59 years,91,14,Provisional
2020-02,2020-03,Long-term migrant,Departures,Female,5-9 years,114,11,Provisional
2020-02,2020-03,Long-term migrant,Departures,Female,60-64 years,64,11,Provisional
2020-02,2020-03,Long-term migrant,Departures,Female,65-69 years,50,11,Provisional
2020-02,2020-03,Long-term migrant,Departures,Female,70-74 years,33,14,Provisional
2020-02,2020-03,Long-term migrant,Departures,Female,75-79 years,14,7,Provisional
2020-02,2020-03,Long-term migrant,Departures,Female,80-84 years,7,4,Provisional
2020-02,2020-03,Long-term migrant,Departures,Female,85-89 years,5,3,Provisional
2020-02,2020-03,Long-term migrant,Departures,Female,90+ years,1,1,Provisional
2020-02,2020-03,Long-term migrant,Departures,Female,TOTAL,2885,127,Provisional
2020-02,2020-03,Long-term migrant,Departures,Male,0-4 years,221,24,Provisional
2020-02,2020-03,Long-term migrant,Departures,Male,10-14 years,89,10,Provisional
2020-02,2020-03,Long-term migrant,Departures,Male,15-19 years,142,14,Provisional
2020-02,2020-03,Long-term migrant,Departures,Male,20-24 years,469,28,Provisional
2020-02,2020-03,Long-term migrant,Departures,Male,25-29 years,878,44,Provisional
2020-02,2020-03,Long-term migrant,Departures,Male,30-34 years,567,31,Provisional
2020-02,2020-03,Long-term migrant,Departures,Male,35-39 years,269,20,Provisional
2020-02,2020-03,Long-term migrant,Departures,Male,40-44 years,175,15,Provisional
2020-02,2020-03,Long-term migrant,Departures,Male,45-49 years,133,15,Provisional
2020-02,2020-03,Long-term migrant,Departures,Male,50-54 years,107,14,Provisional
2020-02,2020-03,Long-term migrant,Departures,Male,55-59 years,89,13,Provisional
2020-02,2020-03,Long-term migrant,Departures,Male,5-9 years,126,12,Provisional
2020-02,2020-03,Long-term migrant,Departures,Male,60-64 years,62,12,Provisional
2020-02,2020-03,Long-term migrant,Departures,Male,65-69 years,45,11,Provisional
2020-02,2020-03,Long-term migrant,Departures,Male,70-74 years,31,14,Provisional
2020-02,2020-03,Long-term migrant,Departures,Male,75-79 years,14,8,Provisional
2020-02,2020-03,Long-term migrant,Departures,Male,80-84 years,6,3,Provisional
2020-02,2020-03,Long-term migrant,Departures,Male,85-89 years,3,2,Provisional
2020-02,2020-03,Long-term migrant,Departures,Male,90+ years,1,1,Provisional
2020-02,2020-03,Long-term migrant,Departures,Male,TOTAL,3428,145,Provisional
2020-02,2020-03,Long-term migrant,Departures,TOTAL,0-4 years,437,43,Provisional
2020-02,2020-03,Long-term migrant,Departures,TOTAL,10-14 years,172,17,Provisional
2020-02,2020-03,Long-term migrant,Departures,TOTAL,15-19 years,282,23,Provisional
2020-02,2020-03,Long-term migrant,Departures,TOTAL,20-24 years,894,46,Provisional
2020-02,2020-03,Long-term migrant,Departures,TOTAL,25-29 years,1567,70,Provisional
2020-02,2020-03,Long-term migrant,Departures,TOTAL,30-34 years,985,48,Provisional
2020-02,2020-03,Long-term migrant,Departures,TOTAL,35-39 years,465,29,Provisional
2020-02,2020-03,Long-term migrant,Departures,TOTAL,40-44 years,298,23,Provisional
2020-02,2020-03,Long-term migrant,Departures,TOTAL,45-49 years,248,23,Provisional
2020-02,2020-03,Long-term migrant,Departures,TOTAL,50-54 years,207,24,Provisional
2020-02,2020-03,Long-term migrant,Departures,TOTAL,55-59 years,180,24,Provisional
2020-02,2020-03,Long-term migrant,Departures,TOTAL,5-9 years,240,19,Provisional
2020-02,2020-03,Long-term migrant,Departures,TOTAL,60-64 years,126,20,Provisional
2020-02,2020-03,Long-term migrant,Departures,TOTAL,65-69 years,95,19,Provisional
2020-02,2020-03,Long-term migrant,Departures,TOTAL,70-74 years,64,27,Provisional
2020-02,2020-03,Long-term migrant,Departures,TOTAL,75-79 years,28,14,Provisional
2020-02,2020-03,Long-term migrant,Departures,TOTAL,80-84 years,14,6,Provisional
2020-02,2020-03,Long-term migrant,Departures,TOTAL,85-89 years,8,4,Provisional
2020-02,2020-03,Long-term migrant,Departures,TOTAL,90+ years,3,2,Provisional
2020-02,2020-03,Long-term migrant,Departures,TOTAL,TOTAL,6312,252,Provisional
2020-02,2020-03,Long-term migrant,Net,Female,0-4 years,296,32,Provisional
2020-02,2020-03,Long-term migrant,Net,Female,10-14 years,235,16,Provisional
2020-02,2020-03,Long-term migrant,Net,Female,15-19 years,411,28,Provisional
2020-02,2020-03,Long-term migrant,Net,Female,20-24 years,871,47,Provisional
2020-02,2020-03,Long-term migrant,Net,Female,25-29 years,1004,56,Provisional
2020-02,2020-03,Long-term migrant,Net,Female,30-34 years,646,42,Provisional
2020-02,2020-03,Long-term migrant,Net,Female,35-39 years,440,29,Provisional
2020-02,2020-03,Long-term migrant,Net,Female,40-44 years,308,26,Provisional
2020-02,2020-03,Long-term migrant,Net,Female,45-49 years,169,22,Provisional
2020-02,2020-03,Long-term migrant,Net,Female,50-54 years,132,23,Provisional
2020-02,2020-03,Long-term migrant,Net,Female,55-59 years,149,27,Provisional
2020-02,2020-03,Long-term migrant,Net,Female,5-9 years,297,19,Provisional
2020-02,2020-03,Long-term migrant,Net,Female,60-64 years,146,28,Provisional
2020-02,2020-03,Long-term migrant,Net,Female,65-69 years,100,25,Provisional
2020-02,2020-03,Long-term migrant,Net,Female,70-74 years,56,23,Provisional
2020-02,2020-03,Long-term migrant,Net,Female,75-79 years,26,13,Provisional
2020-02,2020-03,Long-term migrant,Net,Female,80-84 years,17,9,Provisional
2020-02,2020-03,Long-term migrant,Net,Female,85-89 years,9,5,Provisional
2020-02,2020-03,Long-term migrant,Net,Female,90+ years,4,3,Provisional
2020-02,2020-03,Long-term migrant,Net,Female,TOTAL,5316,207,Provisional
2020-02,2020-03,Long-term migrant,Net,Male,0-4 years,315,33,Provisional
2020-02,2020-03,Long-term migrant,Net,Male,10-14 years,258,16,Provisional
2020-02,2020-03,Long-term migrant,Net,Male,15-19 years,533,28,Provisional
2020-02,2020-03,Long-term migrant,Net,Male,20-24 years,1169,49,Provisional
2020-02,2020-03,Long-term migrant,Net,Male,25-29 years,705,55,Provisional
2020-02,2020-03,Long-term migrant,Net,Male,30-34 years,590,48,Provisional
2020-02,2020-03,Long-term migrant,Net,Male,35-39 years,564,37,Provisional
2020-02,2020-03,Long-term migrant,Net,Male,40-44 years,357,30,Provisional
2020-02,2020-03,Long-term migrant,Net,Male,45-49 years,213,24,Provisional
2020-02,2020-03,Long-term migrant,Net,Male,50-54 years,146,22,Provisional
2020-02,2020-03,Long-term migrant,Net,Male,55-59 years,128,24,Provisional
2020-02,2020-03,Long-term migrant,Net,Male,5-9 years,337,20,Provisional
2020-02,2020-03,Long-term migrant,Net,Male,60-64 years,141,27,Provisional
2020-02,2020-03,Long-term migrant,Net,Male,65-69 years,107,26,Provisional
2020-02,2020-03,Long-term migrant,Net,Male,70-74 years,64,25,Provisional
2020-02,2020-03,Long-term migrant,Net,Male,75-79 years,31,15,Provisional
2020-02,2020-03,Long-term migrant,Net,Male,80-84 years,17,9,Provisional
2020-02,2020-03,Long-term migrant,Net,Male,85-89 years,7,5,Provisional
2020-02,2020-03,Long-term migrant,Net,Male,90+ years,2,2,Provisional
2020-02,2020-03,Long-term migrant,Net,Male,TOTAL,5684,218,Provisional
2020-02,2020-03,Long-term migrant,Net,TOTAL,0-4 years,611,57,Provisional
2020-02,2020-03,Long-term migrant,Net,TOTAL,10-14 years,493,26,Provisional
2020-02,2020-03,Long-term migrant,Net,TOTAL,15-19 years,944,46,Provisional
2020-02,2020-03,Long-term migrant,Net,TOTAL,20-24 years,2040,80,Provisional
2020-02,2020-03,Long-term migrant,Net,TOTAL,25-29 years,1708,94,Provisional
2020-02,2020-03,Long-term migrant,Net,TOTAL,30-34 years,1236,78,Provisional
2020-02,2020-03,Long-term migrant,Net,TOTAL,35-39 years,1004,56,Provisional
2020-02,2020-03,Long-term migrant,Net,TOTAL,40-44 years,665,47,Provisional
2020-02,2020-03,Long-term migrant,Net,TOTAL,45-49 years,381,38,Provisional
2020-02,2020-03,Long-term migrant,Net,TOTAL,50-54 years,278,37,Provisional
2020-02,2020-03,Long-term migrant,Net,TOTAL,55-59 years,278,44,Provisional
2020-02,2020-03,Long-term migrant,Net,TOTAL,5-9 years,634,33,Provisional
2020-02,2020-03,Long-term migrant,Net,TOTAL,60-64 years,287,50,Provisional
2020-02,2020-03,Long-term migrant,Net,TOTAL,65-69 years,207,46,Provisional
2020-02,2020-03,Long-term migrant,Net,TOTAL,70-74 years,120,44,Provisional
2020-02,2020-03,Long-term migrant,Net,TOTAL,75-79 years,57,25,Provisional
2020-02,2020-03,Long-term migrant,Net,TOTAL,80-84 years,34,16,Provisional
2020-02,2020-03,Long-term migrant,Net,TOTAL,85-89 years,16,9,Provisional
2020-02,2020-03,Long-term migrant,Net,TOTAL,90+ years,6,4,Provisional
2020-02,2020-03,Long-term migrant,Net,TOTAL,TOTAL,10999,397,Provisional
2020-01,2020-01,Long-term migrant,Arrivals,Female,0-4 years,448,42,Provisional
2020-01,2020-01,Long-term migrant,Arrivals,Female,10-14 years,638,36,Provisional
2020-01,2020-01,Long-term migrant,Arrivals,Female,15-19 years,898,55,Provisional
2020-01,2020-01,Long-term migrant,Arrivals,Female,20-24 years,940,41,Provisional
2020-01,2020-01,Long-term migrant,Arrivals,Female,25-29 years,1404,58,Provisional
2020-01,2020-01,Long-term migrant,Arrivals,Female,30-34 years,994,39,Provisional
2020-01,2020-01,Long-term migrant,Arrivals,Female,35-39 years,745,37,Provisional
2020-01,2020-01,Long-term migrant,Arrivals,Female,40-44 years,558,33,Provisional
2020-01,2020-01,Long-term migrant,Arrivals,Female,45-49 years,354,25,Provisional
2020-01,2020-01,Long-term migrant,Arrivals,Female,50-54 years,225,19,Provisional
2020-01,2020-01,Long-term migrant,Arrivals,Female,55-59 years,188,23,Provisional
2020-01,2020-01,Long-term migrant,Arrivals,Female,5-9 years,631,34,Provisional
2020-01,2020-01,Long-term migrant,Arrivals,Female,60-64 years,164,24,Provisional
2020-01,2020-01,Long-term migrant,Arrivals,Female,65-69 years,115,20,Provisional
2020-01,2020-01,Long-term migrant,Arrivals,Female,70-74 years,69,17,Provisional
2020-01,2020-01,Long-term migrant,Arrivals,Female,75-79 years,42,16,Provisional
2020-01,2020-01,Long-term migrant,Arrivals,Female,80-84 years,24,10,Provisional
2020-01,2020-01,Long-term migrant,Arrivals,Female,85-89 years,9,4,Provisional
2020-01,2020-01,Long-term migrant,Arrivals,Female,90+ years,3,2,Provisional
2020-01,2020-01,Long-term migrant,Arrivals,Female,TOTAL,8451,227,Provisional
2020-01,2020-01,Long-term migrant,Arrivals,Male,0-4 years,539,42,Provisional
2020-01,2020-01,Long-term migrant,Arrivals,Male,10-14 years,695,40,Provisional
2020-01,2020-01,Long-term migrant,Arrivals,Male,15-19 years,901,53,Provisional
2020-01,2020-01,Long-term migrant,Arrivals,Male,20-24 years,938,38,Provisional
2020-01,2020-01,Long-term migrant,Arrivals,Male,25-29 years,1204,47,Provisional
2020-01,2020-01,Long-term migrant,Arrivals,Male,30-34 years,1069,44,Provisional
2020-01,2020-01,Long-term migrant,Arrivals,Male,35-39 years,858,39,Provisional
2020-01,2020-01,Long-term migrant,Arrivals,Male,40-44 years,590,34,Provisional
2020-01,2020-01,Long-term migrant,Arrivals,Male,45-49 years,413,28,Provisional
2020-01,2020-01,Long-term migrant,Arrivals,Male,50-54 years,252,23,Provisional
2020-01,2020-01,Long-term migrant,Arrivals,Male,55-59 years,208,23,Provisional
2020-01,2020-01,Long-term migrant,Arrivals,Male,5-9 years,656,35,Provisional
2020-01,2020-01,Long-term migrant,Arrivals,Male,60-64 years,165,25,Provisional
2020-01,2020-01,Long-term migrant,Arrivals,Male,65-69 years,117,21,Provisional
2020-01,2020-01,Long-term migrant,Arrivals,Male,70-74 years,74,17,Provisional
